Time,Position,Symbol,Type,Volume,Price,S / L,T / P,Time,Price,Commission,Swap,Profit,,
2026.07.01 07:30:03.999,20206100,XAUUSD,sell,0.01,3971.96,3971.78,,2026.07.01 08:06:19.023,3971.79,0.00,0.00,0.17,,
2026.07.01 07:30:52.672,20206108,XAUUSD,sell,0.01,3973.00,3971.78,,2026.07.01 08:06:19.023,3971.79,0.00,0.00,1.21,,
2026.07.01 07:32:22.444,20206067,XAUUSD,buy,0.01,3977.61,,,2026.07.01 09:07:39.471,3962.36,0.00,0.00,-15.25,,
2026.07.01 07:34:43.657,20206129,XAUUSD,buy,0.01,3976.77,3977.16,,2026.07.01 07:57:29.036,3977.01,0.00,0.00,0.24,,
2026.07.01 07:37:02.361,20206112,XAUUSD,sell,0.01,3974.81,3974.15,,2026.07.01 07:40:58.921,3974.33,0.00,0.00,0.48,,
2026.07.01 07:37:33.177,20206110,XAUUSD,sell,0.01,3973.74,3973.72,,2026.07.01 07:41:49.722,3973.86,0.00,0.00,-0.12,,
2026.07.01 07:42:15.643,20206190,XAUUSD,sell,0.01,3973.89,3971.78,,2026.07.01 08:06:19.023,3971.79,0.00,0.00,2.10,,
2026.07.01 07:47:24.551,20206191,XAUUSD,sell,0.01,3974.83,3974.79,,2026.07.01 08:00:48.077,3974.82,0.00,0.00,0.01,,
2026.07.01 08:01:02.705,20206196,XAUUSD,buy,0.01,3976.78,,,2026.07.01 09:07:39.371,3962.36,0.00,0.00,-14.42,,
2026.07.01 08:01:23.723,20206200,XAUUSD,sell,0.01,3974.71,3971.78,,2026.07.01 08:06:19.023,3971.79,0.00,0.00,2.92,,
2026.07.01 08:07:02.570,20205851,XAUUSD,sell,0.01,3969.08,3966.58,,2026.07.01 08:07:38.633,3966.60,0.00,0.00,2.48,,
2026.07.01 08:07:04.011,20205853,XAUUSD,sell,0.01,3968.40,3966.60,,2026.07.01 08:07:38.633,3966.60,0.00,0.00,1.80,,
2026.07.01 08:07:16.168,20205855,XAUUSD,sell,0.01,3967.49,3966.60,,2026.07.01 08:07:38.633,3966.60,0.00,0.00,0.89,,
2026.07.01 08:07:17.336,20205857,XAUUSD,sell,0.01,3966.52,3966.41,,2026.07.01 08:09:40.348,3966.43,0.00,0.00,0.09,,
2026.07.01 08:07:18.581,20205859,XAUUSD,sell,0.01,3965.13,3965.02,,2026.07.01 08:18:45.826,3965.07,0.00,0.00,0.06,,
2026.07.01 08:07:18.844,20205861,XAUUSD,sell,0.01,3964.64,3964.57,,2026.07.01 09:07:39.869,3962.65,0.00,0.00,1.99,,
2026.07.01 08:08:17.602,20206243,XAUUSD,sell,0.01,3967.36,3966.41,,2026.07.01 08:09:40.348,3966.43,0.00,0.00,0.93,,
2026.07.01 08:11:21.533,20206250,XAUUSD,sell,0.01,3968.37,3966.71,,2026.07.01 08:13:05.221,3966.73,0.00,0.00,1.64,,
2026.07.01 08:11:40.128,20206249,XAUUSD,sell,0.01,3967.49,3966.71,,2026.07.01 08:13:05.221,3966.73,0.00,0.00,0.76,,
2026.07.01 08:12:03.667,20206248,XAUUSD,sell,0.01,3966.38,3965.46,,2026.07.01 08:14:41.144,3965.47,0.00,0.00,0.91,,
2026.07.01 08:13:37.403,20205863,XAUUSD,sell,0.01,3963.77,,,2026.07.01 09:07:39.769,3962.65,0.00,0.00,1.12,,
2026.07.01 08:20:24.706,20206275,XAUUSD,sell,0.01,3967.48,3965.23,,2026.07.01 08:33:16.616,3965.38,0.00,0.00,2.10,,
2026.07.01 08:21:35.675,20206282,XAUUSD,sell,0.01,3968.40,3965.23,,2026.07.01 08:33:16.616,3965.38,0.00,0.00,3.02,,
2026.07.01 08:22:39.836,20206274,XAUUSD,sell,0.01,3966.56,3965.23,,2026.07.01 08:33:16.615,3965.38,0.00,0.00,1.18,,
2026.07.01 08:31:19.939,20206264,XAUUSD,sell,0.01,3965.63,3965.23,,2026.07.01 08:33:16.615,3965.38,0.00,0.00,0.25,,
2026.07.01 08:33:42.265,20206333,XAUUSD,sell,0.01,3965.65,3964.59,,2026.07.01 09:07:39.271,3962.68,0.00,0.00,2.97,,
2026.07.01 08:36:50.469,20206360,XAUUSD,sell,0.01,3966.50,3964.59,,2026.07.01 09:07:39.169,3962.68,0.00,0.00,3.82,,
2026.07.01 08:41:35.593,20206362,XAUUSD,sell,0.01,3967.37,3964.58,,2026.07.01 09:07:39.068,3962.62,0.00,0.00,4.75,,
2026.07.01 08:42:25.675,20206363,XAUUSD,sell,0.01,3968.41,3964.59,,2026.07.01 09:07:38.960,3962.58,0.00,0.00,5.83,,
2026.07.01 08:43:56.866,20206384,XAUUSD,sell,0.01,3972.09,3971.01,,2026.07.01 08:45:38.447,3971.09,0.00,0.00,1.00,,
2026.07.01 08:44:09.888,20206382,XAUUSD,sell,0.01,3971.17,3971.01,,2026.07.01 08:45:38.447,3971.09,0.00,0.00,0.08,,
2026.07.01 08:45:12.316,20206369,XAUUSD,sell,0.01,3970.12,3964.64,,2026.07.01 09:07:38.757,3962.58,0.00,0.00,7.54,,
2026.07.01 08:45:15.921,20206367,XAUUSD,sell,0.01,3969.23,3964.59,,2026.07.01 09:07:38.858,3962.58,0.00,0.00,6.65,,
2026.07.01 08:49:10.006,20206391,XAUUSD,sell,0.01,3971.14,3970.97,,2026.07.01 08:51:48.788,3970.97,0.00,0.00,0.17,,
2026.07.01 08:55:57.742,20206416,XAUUSD,sell,0.01,3972.09,3964.95,,2026.07.01 09:07:38.555,3962.26,0.00,0.00,9.83,,
2026.07.01 08:57:22.727,20206415,XAUUSD,sell,0.01,3971.17,3964.95,,2026.07.01 09:07:38.656,3962.61,0.00,0.00,8.56,,
2026.07.01 09:00:22.909,20206439,XAUUSD,sell,0.01,3972.99,3964.95,,2026.07.01 09:07:38.456,3962.25,0.00,0.00,10.74,,
2026.07.01 09:07:24.027,20205865,XAUUSD,sell,0.01,3962.43,,,2026.07.01 09:07:39.670,3962.65,0.00,0.00,-0.22,,
2026.07.01 09:07:59.355,20206504,XAUUSD,sell,0.01,3961.68,,,2026.07.01 09:39:58.075,3969.34,0.00,0.00,-7.66,,
2026.07.01 09:08:01.086,20206506,XAUUSD,sell,0.01,3960.81,,,2026.07.01 09:39:57.974,3969.30,0.00,0.00,-8.49,,
2026.07.01 09:09:04.213,20206503,XAUUSD,buy,0.01,3963.77,3964.45,,2026.07.01 09:09:46.366,3964.43,0.00,0.00,0.66,,
2026.07.01 09:09:11.436,20206505,XAUUSD,buy,0.01,3964.44,3970.02,,2026.07.01 09:20:43.995,3969.97,0.00,0.00,5.53,,
2026.07.01 09:09:26.867,20206507,XAUUSD,buy,0.01,3965.27,3970.02,,2026.07.01 09:20:44.001,3969.97,0.00,0.00,4.70,,
2026.07.01 09:09:31.283,20206509,XAUUSD,buy,0.01,3966.30,3970.02,,2026.07.01 09:20:44.001,3969.97,0.00,0.00,3.67,,
2026.07.01 09:11:57.565,20206636,XAUUSD,buy,0.01,3963.60,3970.02,,2026.07.01 09:20:44.003,3969.97,0.00,0.00,6.37,,
2026.07.01 09:18:59.837,20206511,XAUUSD,buy,0.01,3967.00,3970.02,,2026.07.01 09:20:44.002,3969.97,0.00,0.00,2.97,,
2026.07.01 09:19:12.547,20206513,XAUUSD,buy,0.01,3968.07,3970.02,,2026.07.01 09:20:44.002,3969.97,0.00,0.00,1.90,,
2026.07.01 09:19:41.745,20206515,XAUUSD,buy,0.01,3968.82,3970.02,,2026.07.01 09:20:44.003,3969.97,0.00,0.00,1.15,,
2026.07.01 09:19:49.382,20206517,XAUUSD,buy,0.01,3969.63,3970.04,,2026.07.01 09:20:44.003,3969.97,0.00,0.00,0.34,,
2026.07.01 09:19:54.561,20206519,XAUUSD,buy,0.01,3970.54,,,2026.07.01 09:39:57.875,3969.02,0.00,0.00,-1.52,,
2026.07.01 09:20:24.463,20206521,XAUUSD,buy,0.01,3971.39,,,2026.07.01 09:39:57.774,3969.02,0.00,0.00,-2.37,,
2026.07.01 09:20:29.526,20206523,XAUUSD,buy,0.01,3972.15,,,2026.07.01 09:39:57.673,3969.02,0.00,0.00,-3.13,,
2026.07.01 09:22:00.463,20206699,XAUUSD,buy,0.01,3969.59,,,2026.07.01 09:39:57.572,3969.02,0.00,0.00,-0.57,,
2026.07.01 09:25:52.773,20206701,XAUUSD,buy,0.01,3968.73,3968.96,,2026.07.01 09:28:35.929,3968.93,0.00,0.00,0.20,,
2026.07.01 09:31:07.085,20206714,XAUUSD,buy,0.01,3963.97,3967.23,,2026.07.01 09:39:56.838,3969.30,0.00,0.00,5.33,,
2026.07.01 09:31:36.450,20206713,XAUUSD,buy,0.01,3964.44,3967.25,,2026.07.01 09:39:56.939,3969.30,0.00,0.00,4.86,,
2026.07.01 09:35:59.806,20206711,XAUUSD,buy,0.01,3965.68,3967.25,,2026.07.01 09:39:57.059,3969.30,0.00,0.00,3.62,,
2026.07.01 09:36:15.878,20206710,XAUUSD,buy,0.01,3966.27,3967.23,,2026.07.01 09:39:57.159,3969.30,0.00,0.00,3.03,,
2026.07.01 09:36:23.672,20206709,XAUUSD,buy,0.01,3967.01,3967.23,,2026.07.01 09:39:57.260,3969.30,0.00,0.00,2.29,,
2026.07.01 09:36:28.906,20206707,XAUUSD,buy,0.01,3967.90,,,2026.07.01 09:39:57.371,3969.30,0.00,0.00,1.40,,
2026.07.01 09:36:49.644,20206706,XAUUSD,buy,0.01,3968.73,,,2026.07.01 09:39:57.472,3969.31,0.00,0.00,0.58,,
2026.07.01 09:40:58.033,20206746,XAUUSD,sell,0.01,3968.39,,,2026.07.01 10:16:11.504,3977.36,0.00,0.00,-8.97,,
2026.07.01 09:42:21.135,20206745,XAUUSD,buy,0.01,3970.42,3970.89,,2026.07.01 09:45:27.164,3970.48,0.00,0.00,0.06,,
2026.07.01 09:44:53.991,20206747,XAUUSD,buy,0.01,3971.16,3972.75,,2026.07.01 09:51:00.146,3972.73,0.00,0.00,1.57,,
2026.07.01 09:45:11.911,20206749,XAUUSD,buy,0.01,3972.03,3972.75,,2026.07.01 09:51:00.147,3972.73,0.00,0.00,0.70,,
2026.07.01 09:45:17.300,20206751,XAUUSD,buy,0.01,3972.99,3976.38,,2026.07.01 09:58:16.595,3976.22,0.00,0.00,3.23,,
2026.07.01 09:47:24.424,20206874,XAUUSD,buy,0.01,3970.21,3972.75,,2026.07.01 09:51:00.147,3972.73,0.00,0.00,2.52,,
2026.07.01 09:50:53.868,20206753,XAUUSD,buy,0.01,3974.34,3976.38,,2026.07.01 09:58:16.595,3976.22,0.00,0.00,1.88,,
2026.07.01 09:50:54.514,20206755,XAUUSD,buy,0.01,3974.88,3976.40,,2026.07.01 09:58:16.596,3976.22,0.00,0.00,1.34,,
2026.07.01 09:55:15.348,20206914,XAUUSD,buy,0.01,3972.08,3976.40,,2026.07.01 09:58:16.596,3976.22,0.00,0.00,4.14,,
2026.07.01 09:57:03.002,20206757,XAUUSD,buy,0.01,3975.70,3976.40,,2026.07.01 09:58:16.596,3976.22,0.00,0.00,0.52,,
2026.07.01 09:57:05.070,20206759,XAUUSD,buy,0.01,3976.58,,,2026.07.01 10:16:11.405,3977.06,0.00,0.00,0.48,,
2026.07.01 09:57:12.028,20206761,XAUUSD,buy,0.01,3977.59,,,2026.07.01 10:16:11.305,3977.06,0.00,0.00,-0.53,,
2026.07.01 09:58:01.780,20206763,XAUUSD,buy,0.01,3978.58,,,2026.07.01 10:16:11.206,3977.06,0.00,0.00,-1.52,,
2026.07.01 10:00:40.523,20206971,XAUUSD,buy,0.01,3973.92,3974.54,,2026.07.01 10:16:10.902,3977.06,0.00,0.00,3.14,,
2026.07.01 10:03:04.458,20206977,XAUUSD,buy,0.01,3972.07,3974.14,,2026.07.01 10:16:10.700,3977.06,0.00,0.00,4.99,,
2026.07.01 10:06:55.112,20206974,XAUUSD,buy,0.01,3973.13,3974.54,,2026.07.01 10:16:10.800,3977.06,0.00,0.00,3.93,,
2026.07.01 10:08:26.115,20206983,XAUUSD,buy,0.01,3971.19,3974.14,,2026.07.01 10:16:10.601,3977.06,0.00,0.00,5.87,,
2026.07.01 10:11:15.986,20206986,XAUUSD,buy,0.01,3970.22,3974.12,,2026.07.01 10:16:10.499,3977.06,0.00,0.00,6.84,,
2026.07.01 10:15:00.970,20206970,XAUUSD,buy,0.01,3974.92,,,2026.07.01 10:16:11.005,3977.06,0.00,0.00,2.14,,
2026.07.01 10:15:37.881,20206967,XAUUSD,buy,0.01,3975.70,,,2026.07.01 10:16:11.104,3977.06,0.00,0.00,1.36,,
2026.07.01 10:16:50.423,20207023,XAUUSD,buy,0.01,3978.47,3982.46,,2026.07.01 10:21:36.181,3982.36,0.00,0.00,3.89,,
2026.07.01 10:17:01.120,20207025,XAUUSD,buy,0.01,3979.37,3982.46,,2026.07.01 10:21:36.181,3982.36,0.00,0.00,2.99,,
2026.07.01 10:17:12.184,20207027,XAUUSD,buy,0.01,3980.53,3982.47,,2026.07.01 10:21:36.181,3982.36,0.00,0.00,1.83,,
2026.07.01 10:17:13.685,20207029,XAUUSD,buy,0.01,3981.21,3982.47,,2026.07.01 10:21:36.181,3982.36,0.00,0.00,1.15,,
2026.07.01 10:18:58.075,20207031,XAUUSD,buy,0.01,3982.11,3982.46,,2026.07.01 10:21:36.181,3982.36,0.00,0.00,0.25,,
2026.07.01 10:19:37.293,20207033,XAUUSD,buy,0.01,3983.02,3983.85,,2026.07.01 11:51:38.960,3983.82,0.00,0.00,0.80,,
2026.07.01 10:21:04.609,20207035,XAUUSD,buy,0.01,3984.09,3984.12,,2026.07.01 11:58:12.747,3984.12,0.00,0.00,0.03,,
2026.07.01 10:21:49.584,20207148,XAUUSD,buy,0.01,3982.16,3983.85,,2026.07.01 11:51:38.960,3983.82,0.00,0.00,1.66,,
2026.07.01 10:22:49.693,20207150,XAUUSD,buy,0.01,3980.26,3980.38,,2026.07.01 10:28:39.580,3980.34,0.00,0.00,0.08,,
2026.07.01 10:26:41.362,20207149,XAUUSD,buy,0.01,3981.28,3983.85,,2026.07.01 11:51:38.960,3983.82,0.00,0.00,2.54,,
2026.07.01 10:30:04.060,20207164,XAUUSD,buy,0.01,3979.35,3980.72,,2026.07.01 11:40:52.032,3980.72,0.00,0.00,1.37,,
2026.07.01 10:33:31.492,20207024,XAUUSD,sell,0.01,3976.35,3974.56,,2026.07.01 10:38:28.051,3974.56,0.00,0.00,1.79,,
2026.07.01 10:34:43.430,20207166,XAUUSD,buy,0.01,3978.55,3978.59,,2026.07.01 11:30:28.364,3978.58,0.00,0.00,0.03,,
2026.07.01 10:36:06.166,20207026,XAUUSD,sell,0.01,3975.61,3974.56,,2026.07.01 10:38:28.051,3974.56,0.00,0.00,1.05,,
2026.07.01 10:36:53.329,20207028,XAUUSD,sell,0.01,3974.72,3974.56,,2026.07.01 10:38:28.051,3974.56,0.00,0.00,0.16,,
2026.07.01 10:36:56.946,20207030,XAUUSD,sell,0.01,3973.81,3973.51,,2026.07.01 10:59:28.634,3973.84,0.00,0.00,-0.03,,
2026.07.01 10:38:00.933,20207032,XAUUSD,sell,0.01,3972.84,,,2026.07.01 12:57:49.415,3998.55,0.00,0.00,-25.71,,
2026.07.01 10:45:05.776,20207211,XAUUSD,sell,0.01,3976.54,3973.51,,2026.07.01 10:59:28.634,3973.84,0.00,0.00,2.70,,
2026.07.01 10:48:26.191,20207210,XAUUSD,sell,0.01,3975.66,3973.51,,2026.07.01 10:59:28.634,3973.84,0.00,0.00,1.82,,
2026.07.01 10:49:03.712,20207208,XAUUSD,sell,0.01,3974.72,3973.51,,2026.07.01 10:59:28.634,3973.84,0.00,0.00,0.88,,
2026.07.01 10:58:48.062,20207034,XAUUSD,sell,0.01,3971.91,,,2026.07.01 12:57:49.315,3998.55,0.00,0.00,-26.64,,
2026.07.01 11:00:04.025,20207242,XAUUSD,sell,0.01,3973.79,,,2026.07.01 12:57:48.490,3998.52,0.00,0.00,-24.73,,
2026.07.01 11:02:36.237,20207243,XAUUSD,sell,0.01,3974.72,,,2026.07.01 12:57:48.389,3998.49,0.00,0.00,-23.77,,
2026.07.01 11:13:42.979,20207261,XAUUSD,sell,0.01,3976.57,,,2026.07.01 12:57:48.187,3998.45,0.00,0.00,-21.88,,
2026.07.01 11:14:25.824,20207260,XAUUSD,sell,0.01,3975.66,,,2026.07.01 12:57:48.287,3998.49,0.00,0.00,-22.83,,
2026.07.01 11:19:03.722,20207159,XAUUSD,buy,0.01,3980.26,3980.72,,2026.07.01 11:40:52.032,3980.72,0.00,0.00,0.46,,
2026.07.01 11:31:01.317,20207274,XAUUSD,buy,0.01,3978.45,3980.72,,2026.07.01 11:40:52.033,3980.72,0.00,0.00,2.27,,
2026.07.01 11:43:42.973,20207308,XAUUSD,buy,0.01,3980.27,3983.85,,2026.07.01 11:51:38.960,3983.82,0.00,0.00,3.55,,
2026.07.01 11:49:10.088,20207037,XAUUSD,buy,0.01,3984.86,3987.79,,2026.07.01 12:07:33.534,3987.74,0.00,0.00,2.88,,
2026.07.01 11:49:53.451,20207039,XAUUSD,buy,0.01,3985.93,3987.79,,2026.07.01 12:07:33.534,3987.74,0.00,0.00,1.81,,
2026.07.01 12:02:13.550,20207041,XAUUSD,buy,0.01,3986.76,3987.79,,2026.07.01 12:07:33.534,3987.74,0.00,0.00,0.98,,
2026.07.01 12:02:21.515,20207043,XAUUSD,buy,0.01,3987.78,3988.47,,2026.07.01 12:32:00.400,3988.47,0.00,0.00,0.69,,
2026.07.01 12:04:23.437,20207045,XAUUSD,buy,0.01,3988.62,3990.30,,2026.07.01 12:34:15.279,3990.29,0.00,0.00,1.67,,
2026.07.01 12:04:29.082,20207047,XAUUSD,buy,0.01,3989.71,3990.30,,2026.07.01 12:34:15.279,3990.29,0.00,0.00,0.58,,
2026.07.01 12:10:43.639,20207353,XAUUSD,buy,0.01,3986.85,3988.47,,2026.07.01 12:32:00.400,3988.47,0.00,0.00,1.62,,
2026.07.01 12:14:38.482,20207358,XAUUSD,buy,0.01,3983.99,3988.47,,2026.07.01 12:32:00.401,3988.47,0.00,0.00,4.48,,
2026.07.01 12:15:04.049,20207356,XAUUSD,buy,0.01,3985.00,3988.47,,2026.07.01 12:32:00.401,3988.47,0.00,0.00,3.47,,
2026.07.01 12:22:42.078,20207360,XAUUSD,buy,0.01,3983.23,3983.62,,2026.07.01 12:27:20.209,3983.60,0.00,0.00,0.37,,
2026.07.01 12:28:37.257,20207355,XAUUSD,buy,0.01,3985.81,3988.47,,2026.07.01 12:32:00.401,3988.47,0.00,0.00,2.66,,
2026.07.01 12:31:34.476,20207049,XAUUSD,buy,0.01,3990.39,3990.40,,2026.07.01 12:35:51.542,3990.38,0.00,0.00,-0.01,,
2026.07.01 12:33:16.621,20207051,XAUUSD,buy,0.01,3991.35,3992.43,,2026.07.01 12:38:40.724,3992.41,0.00,0.00,1.06,,
2026.07.01 12:33:50.827,20207053,XAUUSD,buy,0.03,3992.26,3992.43,,2026.07.01 12:38:40.724,3992.41,0.00,0.00,0.45,,
2026.07.01 12:37:44.180,20207385,XAUUSD,buy,0.01,3990.40,3992.45,,2026.07.01 12:38:40.153,3992.45,0.00,0.00,2.05,,
2026.07.01 12:37:52.237,20207055,XAUUSD,buy,0.03,3993.15,3996.93,,2026.07.01 12:57:49.213,3998.23,0.00,0.00,15.24,,
2026.07.01 12:37:54.654,20207057,XAUUSD,buy,0.03,3994.13,3996.93,,2026.07.01 12:57:49.111,3998.23,0.00,0.00,12.30,,
2026.07.01 12:42:02.348,20207396,XAUUSD,buy,0.01,3989.46,3996.98,,2026.07.01 12:57:47.782,3998.38,0.00,0.00,8.92,,
2026.07.01 12:43:42.581,20207400,XAUUSD,buy,0.01,3987.62,3996.25,,2026.07.01 12:57:47.578,3998.38,0.00,0.00,10.76,,
2026.07.01 12:46:15.929,20207399,XAUUSD,buy,0.01,3988.71,3996.13,,2026.07.01 12:57:47.681,3998.38,0.00,0.00,9.67,,
2026.07.01 12:47:40.671,20207395,XAUUSD,buy,0.01,3990.39,3996.98,,2026.07.01 12:57:47.883,3998.39,0.00,0.00,8.00,,
2026.07.01 12:49:52.358,20207393,XAUUSD,buy,0.01,3991.32,3997.00,,2026.07.01 12:57:47.983,3998.39,0.00,0.00,7.07,,
2026.07.01 12:50:27.959,20207392,XAUUSD,buy,0.03,3992.24,3996.99,,2026.07.01 12:57:48.085,3998.13,0.00,0.00,17.67,,
2026.07.01 12:55:03.441,20207059,XAUUSD,buy,0.03,3994.99,3996.99,,2026.07.01 12:57:49.009,3998.23,0.00,0.00,9.72,,
2026.07.01 12:55:40.196,20207061,XAUUSD,buy,0.03,3995.93,3996.99,,2026.07.01 12:57:48.909,3998.23,0.00,0.00,6.90,,
2026.07.01 12:57:02.067,20207063,XAUUSD,buy,0.03,3996.84,3996.99,,2026.07.01 12:57:48.809,3998.23,0.00,0.00,4.17,,
2026.07.01 12:57:29.935,20207065,XAUUSD,buy,0.03,3997.79,,,2026.07.01 12:57:48.709,3998.23,0.00,0.00,1.32,,
2026.07.01 12:57:39.418,20207067,XAUUSD,buy,0.03,3998.99,,,2026.07.01 12:57:48.607,3998.20,0.00,0.00,-2.37,,
2026.07.01 13:00:02.022,20207432,XAUUSD,buy,0.01,3998.81,4002.25,,2026.07.01 13:01:44.760,4002.25,0.00,0.00,3.44,,
2026.07.01 13:00:11.709,20207434,XAUUSD,buy,0.01,3999.75,4002.25,,2026.07.01 13:01:44.760,4002.25,0.00,0.00,2.50,,
2026.07.01 13:00:39.773,20207436,XAUUSD,buy,0.01,4000.57,4002.25,,2026.07.01 13:01:44.760,4002.25,0.00,0.00,1.68,,
2026.07.01 13:00:52.415,20207438,XAUUSD,buy,0.01,4001.34,4002.25,,2026.07.01 13:01:44.760,4002.25,0.00,0.00,0.91,,
2026.07.01 13:01:00.801,20207440,XAUUSD,buy,0.01,4002.21,4002.25,,2026.07.01 13:01:44.761,4002.25,0.00,0.00,0.04,,
2026.07.01 13:01:04.027,20207442,XAUUSD,buy,0.01,4003.28,4006.22,,2026.07.01 13:04:10.736,4006.15,0.00,0.00,2.87,,
2026.07.01 13:01:14.544,20207444,XAUUSD,buy,0.01,4004.11,4006.22,,2026.07.01 13:04:10.736,4006.15,0.00,0.00,2.04,,
2026.07.01 13:03:08.465,20207446,XAUUSD,buy,0.01,4004.96,4006.22,,2026.07.01 13:04:10.736,4006.15,0.00,0.00,1.19,,
2026.07.01 13:03:16.901,20207448,XAUUSD,buy,0.01,4006.41,4008.48,,2026.07.01 13:07:09.207,4008.35,0.00,0.00,1.94,,
2026.07.01 13:03:17.002,20207450,XAUUSD,buy,0.01,4006.58,4008.10,,2026.07.01 13:07:16.456,4009.00,0.00,0.00,2.42,,
2026.07.01 13:03:17.293,20207452,XAUUSD,buy,0.01,4007.46,4007.53,,2026.07.01 13:07:16.353,4009.00,0.00,0.00,1.54,,
2026.07.01 13:03:55.619,20207454,XAUUSD,buy,0.01,4008.20,,,2026.07.01 13:07:16.252,4009.00,0.00,0.00,0.80,,
2026.07.01 13:07:01.807,20207456,XAUUSD,buy,0.01,4009.08,,,2026.07.01 13:07:16.153,4009.00,0.00,0.00,-0.08,,
2026.07.01 13:07:06.982,20207458,XAUUSD,buy,0.01,4010.11,,,2026.07.01 13:07:16.049,4008.99,0.00,0.00,-1.12,,
2026.07.01 13:07:27.947,20207622,XAUUSD,sell,0.01,4008.03,,,2026.07.01 13:11:45.393,4017.60,0.00,0.00,-9.57,,
2026.07.01 13:07:34.183,20207624,XAUUSD,sell,0.01,4007.16,,,2026.07.01 13:11:45.191,4017.63,0.00,0.00,-10.47,,
2026.07.01 13:08:03.945,20207621,XAUUSD,buy,0.01,4009.78,4016.21,,2026.07.01 13:11:45.497,4017.28,0.00,0.00,7.50,,
2026.07.01 13:09:30.621,20207623,XAUUSD,buy,0.01,4010.62,4016.25,,2026.07.01 13:11:45.292,4017.27,0.00,0.00,6.65,,
2026.07.01 13:10:06.203,20207625,XAUUSD,buy,0.01,4011.54,4016.25,,2026.07.01 13:11:45.090,4017.28,0.00,0.00,5.74,,
2026.07.01 13:10:13.026,20207627,XAUUSD,buy,0.01,4012.36,4016.25,,2026.07.01 13:11:44.989,4017.28,0.00,0.00,4.92,,
2026.07.01 13:10:25.781,20207629,XAUUSD,buy,0.01,4013.20,4016.23,,2026.07.01 13:11:44.890,4017.28,0.00,0.00,4.08,,
2026.07.01 13:11:00.229,20207631,XAUUSD,buy,0.01,4014.12,4016.04,,2026.07.01 13:11:44.790,4017.28,0.00,0.00,3.16,,
2026.07.01 13:11:05.023,20207633,XAUUSD,buy,0.01,4015.00,4016.02,,2026.07.01 13:11:44.689,4017.28,0.00,0.00,2.28,,
2026.07.01 13:11:09.138,20207635,XAUUSD,buy,0.01,4015.99,4016.02,,2026.07.01 13:11:44.590,4017.21,0.00,0.00,1.22,,
2026.07.01 13:11:16.062,20207637,XAUUSD,buy,0.01,4016.82,,,2026.07.01 13:11:44.488,4017.21,0.00,0.00,0.39,,
2026.07.01 13:11:18.208,20207639,XAUUSD,buy,0.01,4017.51,,,2026.07.01 13:11:44.389,4017.21,0.00,0.00,-0.30,,
2026.07.01 13:11:35.391,20207641,XAUUSD,buy,0.01,4019.01,,,2026.07.01 13:11:44.289,4017.34,0.00,0.00,-1.67,,
2026.07.01 13:11:35.543,20207643,XAUUSD,buy,0.01,4019.62,,,2026.07.01 13:11:44.180,4017.35,0.00,0.00,-2.27,,
2026.07.01 13:11:52.399,20207805,XAUUSD,sell,0.01,4016.74,4014.22,,2026.07.01 13:13:09.359,4014.22,0.00,0.00,2.52,,
2026.07.01 13:11:55.066,20207807,XAUUSD,sell,0.01,4015.84,4014.22,,2026.07.01 13:13:09.360,4014.22,0.00,0.00,1.62,,
2026.07.01 13:12:09.400,20207809,XAUUSD,sell,0.01,4014.97,4014.22,,2026.07.01 13:13:09.360,4014.22,0.00,0.00,0.75,,
2026.07.01 13:12:16.886,20207811,XAUUSD,sell,0.01,4013.81,,,2026.07.01 15:17:42.763,4030.54,0.00,0.00,-16.73,,
2026.07.01 13:12:52.816,20207813,XAUUSD,sell,0.01,4013.05,,,2026.07.01 15:17:42.652,4030.83,0.00,0.00,-17.78,,
2026.07.01 13:12:54.036,20207815,XAUUSD,sell,0.01,4012.17,,,2026.07.01 15:17:42.544,4030.99,0.00,0.00,-18.82,,
2026.07.01 13:14:00.024,20207908,XAUUSD,sell,0.01,4014.94,,,2026.07.01 15:17:42.012,4031.21,0.00,0.00,-16.27,,
2026.07.01 13:14:47.084,20207911,XAUUSD,sell,0.01,4016.64,4015.04,,2026.07.01 15:09:04.459,4015.22,0.00,0.00,1.42,,
2026.07.01 13:14:52.686,20207910,XAUUSD,sell,0.01,4015.78,4015.04,,2026.07.01 15:09:04.459,4015.22,0.00,0.00,0.56,,
2026.07.01 13:17:19.057,20207804,XAUUSD,buy,0.01,4018.59,4022.98,,2026.07.01 13:19:31.037,4022.86,0.00,0.00,4.27,,
2026.07.01 13:18:45.374,20207806,XAUUSD,buy,0.01,4019.49,4022.98,,2026.07.01 13:19:31.038,4022.86,0.00,0.00,3.37,,
2026.07.01 13:18:47.991,20207808,XAUUSD,buy,0.01,4020.41,4022.96,,2026.07.01 13:19:31.038,4022.86,0.00,0.00,2.45,,
2026.07.01 13:18:50.125,20207810,XAUUSD,buy,0.01,4021.59,4022.91,,2026.07.01 13:19:31.038,4022.86,0.00,0.00,1.27,,
2026.07.01 13:18:53.943,20207812,XAUUSD,buy,0.01,4022.35,4022.91,,2026.07.01 13:19:31.038,4022.86,0.00,0.00,0.51,,
2026.07.01 13:19:07.999,20207814,XAUUSD,buy,0.01,4023.08,4024.41,,2026.07.01 13:22:10.576,4024.33,0.00,0.00,1.25,,
